timestamp,steering_angle_rad,longitudinal_offset,lateral_offset,lane_id
2025-06-08T18:14:59.572200,0.005,-0.350,-0.206,1
2025-06-08T18:14:59.595783,0.005,-0.350,-0.206,1
2025-06-08T18:14:59.632888,0.005,-0.070,-0.208,1
2025-06-08T18:14:59.658655,0.004,-0.070,-0.208,1
2025-06-08T18:14:59.680952,0.004,-0.070,-0.208,1
2025-06-08T18:14:59.708105,0.004,0.206,-0.210,1
2025-06-08T18:14:59.726612,0.002,0.206,-0.210,1
2025-06-08T18:14:59.747507,0.002,0.206,-0.210,1
2025-06-08T18:14:59.783898,0.002,0.483,-0.212,1
2025-06-08T18:14:59.804140,0.002,0.483,-0.212,1
2025-06-08T18:14:59.825269,0.002,0.483,-0.212,1
2025-06-08T18:14:59.852183,0.001,-0.242,-0.214,1
